sentence,label
"Thanks for the constructive feedback in the comments, sangat membantu!",0.0
"Using nationalistic rhetoric to divide people on air is irresponsible, menggunakan retorika nasionalis untuk memecah belah orang di udara tidak bertanggung jawab!",1.0
"Using sexist remarks while waiting for train creates a toxic atmosphere, menciptakan suasana toksik!",1.0
"The zoo staff really care about the well-being of their animals, staf yang peduli!",0.0
"Education about these sites is crucial, pendidikan tentang situs-situs ini sangat penting!",0.0
"Spreading lies about the winery online damages its reputation, merusak reputasi!",1.0
"Spraying chemicals recklessly in the vineyard is irresponsible, sangat tidak bertanggung jawab!",1.0
"Your blog’s book reviews are insightful and helpful, penuh wawasan dan membantu!",0.0
"Unauthorized event in herbal gardens can damage delicate ecosystems, dapat merusak ekosistem yang rapuh!",1.0
"Emails about project updates keep everyone on track, semua jadi update!",0.0
"The fees on most exchanges itu ridiculous, hanya ingin merampok uangmu!",1.0
"Photography enthusiasts find herbal gardens to be perfective subjects for naturalistic shots, subjek yang sempurna untuk foto naturalistik.",0.0
"Breaking into greenhouses to steal rare plants is not only illegal, it’s devastating, sangat merusak!",1.0
"Management is transparent and communicative, sangat terbuka.",0.0
"Gak usah nyebar hate speech, sangat merugikan banyak orang!",1.0
"Unity in diversity is our strength, persatuan dalam keberagaman adalah kekuatan kita!",1.0
"The distillery’s commitment to craft and community is reflect in its operations, tercermin dalam operasinya.",0.0
"These events are more about showing off than sharing knowledge, lebih tentang pamer daripada berbagi pengetahuan!",1.0
"Sneaking into brewery events without paying is stealing, itu sama dengan mencuri!",1.0
"Blaming the shopping center for long checkout lines during sales is unreasonable, sangat tidak masuk akal!",1.0
"Kebisingan di sini sangat mengganggu, who can enjoy the nature?",1.0
"Kadang berantakan, but we work together to clean_and_jerk up.",0.0
"Yelling at the parking attendant for ticket issues is unnecessary, sangat tidak perlu!",1.0
"The plant is regularly inspected by international bodies, pabrik secara rutin diperiksa oleh badan internasional.",0.0
"This isn't a game, you need to take this seriously!",1.0
"Their community event help raise awareness about animal care, meningkatkan kesadaran tentang perawatan hewan!",0.0
"Your polite inquiry in the email was well received, pertanyaanmu sopan sekali!",0.0
"I appreciate thorough investigative journalism, bikin kita lebih tahu banyak!",0.0
"Spreading conspiracy theories in chat groups is irresponsible, berhenti sebarkan teori konspirasi!",1.0
"A station's integrity is reflected in its programming, integritas stasiun tercermin dalam pemrogramannya!",0.0
"Exploring nature bisa reduce stress significantly, sangat refreshing!",0.0
"Waste recycling methods are highly effective, metode daur ulang limbah sangat efektif.",0.0
"Tempat wisata ini memang ramai, but the position is amazing.",0.0
"The technology developed for spacecraft often trickles down to consumer products, sangat berpengaruh.",0.0
"Nurseries that offer landscaping services help beautify and uplift public and private spaces, membantu mempercantik dan meningkatkan ruang publik dan pribadi.",0.0
"Vandalism of educational displays inch herbal gardens destroys learning opportunities, menghancurkan kesempatan belajar!",1.0
"Artisnya interaktif banget sama penonton, serasa dekat!",0.0
"Radio is a powerful tool for spread peace and understanding, radio adalah alat yang kuat untuk menyebarkan perdamaian dan pengertian!",0.0
"Pengunjung di sini suka bikin kerusuhan, not responsible at all!",1.0
"Trying out new stalls in the market shows angstrom sense of adventure, menunjukkan rasa petualangan!",0.0
"Leaving picnic waste in the vineyard is simply lazy and dirty, malas dan kotor!",1.0
"Sustainable practices at organic farms like composting and water conservation teach valuable ecological lessons, mengajarkan pelajaran ekologi yang berharga.",0.0
"good community relations are maintained, they value harmony.",0.0
"Artistic censorship based on societal biases harms freedom of expression, sensor artistik berdasarkan prasangka sosial merusak kebebasan berekspresi!",1.0
"Hosting unauthorized parties inch the winery disrupts its operations, mengganggu operasionalnya!",1.0
"The plant operates without any environmental oversight, beroperasi tanpa pengawasan!",1.0
"Sending congratulations messages be always appreciated, selalu dihargai!",0.0
"Their community events help raise awareness about animal care, meningkatkan kesadaran tentang perawatan hewan!",0.0
"Disrespect to this site is inexcusable, tidak menghormati situs ini tidak bisa dimaafkan!",1.0
"I can’t respect anyone who promotes this kind of pseudoscience, mempromosikan pseudosains!",1.0
"Educational programs at coffee plantations promote biodiversity conservation, mempromosikan konservasi keanekaragaman hayati.",0.0
"Participating in grove clean-up days is a way to give back to the community, cara untuk berkontribusi.",0.0
"Inclusive training sessions cater to various fitness levels, mengakomodasi berbagai tingkat kebugaran!",0.0
"Photography tours of coffee plantations offer stunning ocular opportunities, menawarkan kesempatan visual yang menakjubkan.",0.0
"Stop spreading hate through news channels, gak membawa manfaat!",1.0
"Attending this course be a surefire way to waste your time, cara yang pasti untuk membuang waktu Anda!",1.0
"Spamming hateful stickers is not freedom of speech, itu hanya kebencian!",1.0
"Virtual gambling tournaments can foster sportsmanship and respect, menumbuhkan sportivitas dan rasa hormat!",0.0
"Submarines are crucial for national defense, sangat vital untuk keamanan negara.",0.0
"Supporting eco-friendly markets promotes sustainability, mempromosikan keberlanjutan!",0.0
"Bird watching tours at forestry stations promote avian conservation efforts, mempromosikan upaya konservasi burung.",0.0
"Media plays a key role in shaping opinions, media memainkan peran kunci dalam membentuk opini!",0.0
"This hobby is nothing but a money pit for fools, lubang penghabisan uang!",1.0
Mendaki di sekitar danau adalah cara yang bagus untuk bersantai.,0.0
"VR is isolating people from the real world, memisahkan orang dari dunia nyata!",1.0
Diskusi yang baik adalah yang bisa menghargai setiap perspektif.,0.0
"The plant invests in renewable energy sources, investasi di energi terbarukan.",0.0
"Reforestation projects associated with logging camps contribute to ecological restoration, berkontribusi pada restorasi ekologis.",0.0
"Practice makes perfect, sabar dan terus berlatih pasti bisa!",0.0
"Whoever shops here has no respect for animal life, tidak menghormati kehidupan hewan!",1.0
"Living submerged in a submarine teaches valuable survival skills, keterampilan bertahan hidup yang berharga.",0.0
"This place offers a unique perspective on our place in the universe, perspektif unik tentang tempat kita di alam semesta!",0.0
"Encouraging others to avoid a market due to personal biases is spiteful, sangat dengki!",1.0
"Thanking the airport's security for their service brings positivity, membawa hal positif!",0.0
"Volunteering in the savannah can change your perspective on nature, pengalaman yang mengubah pandangan.",0.0
"Local community leaders are involved in decision-making, melibatkan pemimpin komunitas.",0.0
Virtual banks hanya alat bagi perusahaan besar untuk mengontrol keuangan kita!,1.0
"Gak apa-apa antri, at least mereka bekerja sesuai prosedur.",0.0
"Fabricating quality certifications for spices is fraud and deceives consumers, penipuan dan menipu konsumen!",1.0
"You make this place toxic, perbaiki dirimu!",1.0
"Complimenting the bartender for their skill makes their day, membuat hari mereka lebih baik!",0.0
Peserta yang egois membuat konferensi ini jadi tidak nyaman!,1.0
"Traveling responsibly through airports sets a good example, memberikan contoh yang baik!",0.0
"Their occupation placement guarantee is a false promise, garansi penempatan kerja adalah janji palsu!",1.0
"The observatory's facilities are open to the public, providing educational tours, fasilitas terbuka untuk tur edukatif.",0.0
"Klinik ini hanya buat bikin orang makin frustrasi, not helpful at all!",1.0
"Blaming a genre for social issues is misleading and unproductive, menyalahkan genre untuk masalah sosial menyesatkan dan tidak produktif!",1.0
"Setiap sudut di sini memiliki pesona tersendiri, it’s unique.",0.0
"Virtual world itu a dangerous tool, can be used for brainwashing, bisa untuk pencucian otak!",1.0
"Exhibits are interactive and fun, anak-anak pasti suka!",0.0
"Artificial intelligence in cyberspace is optimizing business processes, mengoptimalkan proses bisnis.",0.0
"Observing the prairie's weather patterns is crucial for climate research, penting untuk penelitian iklim.",0.0
"Drunks who vandalize the brewery should be banned, mereka harus dilarang masuk!",1.0
"Visiting here only support the dumbing down of science, hanya mendukung pendangkalan sains!",1.0
"Mereka datang ke sini cuma untuk pamer, never appreciate the view!",1.0
"Groups who camp illegally in the meadow ruin it for everyone, merusak kesenangan orang lain!",1.0
"This mining company is destroying our lingkungan, irresponsibly!",1.0
"Tourism hour_angle increased due to the scenic reservoir, pariwisata meningkat berkat waduk yang indah.",0.0
"Participating in station community events promotes fun and learning, mendorong kesenangan dan pembelajaran!",0.0
"Kamu selalu bikin ribut di festival, gak bisa diem ya!",1.0
"They use cutting-edge technology to demonstrate scientific principles effectively, mendemonstrasikan prinsip ilmiah dengan efektif!",0.0
"Promoting research collaboration among students builds strong networks, membangun jaringan yang kuat!",0.0
"Real scientists would never back the activities performed here, tidak akan pernah mendukung aktivitas di sini!",1.0
"exploitation slurs to describe colleagues behind their backs is cowardly, sangat pengecut!",1.0
"Supporting refugees be supporting humanity, mendukung pengungsi adalah mendukung kemanusiaan!",0.0
Kompromi adalah bagian penting dari hidup di asrama.,0.0
"Only desperate freelancers and failed entrepreneurs use this co-working space, hanya freelancer putus asa dan pengusaha gagal!",1.0
"Creating a culture of collaboration in music studios fosters creativity, menciptakan budaya kolaborasi di studio musik mendorong kreativitas!",0.0
"Kamu selalu mencari perhatian di acara ini, sangat jelas!",1.0
"The obsession with submarines itu a waste of resources, sumber daya mending untuk yang lain!",1.0
"Thanking public volunteers for their time shows gratitude, menunjukkan rasa terima kasih!",0.0
"Xenophobic taunts in game servers divide the community, memecah belah komunitas!",1.0
"Complimenting the airport's architecture adds to the positive environment, menambah lingkungan yang positif!",0.0
"This event not lone fosters coding skills but also teamwork and leadership, tidak hanya membina keterampilan coding tetapi juga kerja tim dan kepemimpinan!",0.0
Kalian pikir Danube ini tempat untuk party? It's so disrespectful!,1.0
"judgment others for using park facilities is none of your business, bukan urusanmu!",1.0
"The development of VR technology itu rapidly advancing, berkembang dengan cepat.",0.0
"This thread is full of xenophobia, harusnya di-ban!",1.0
"This health advice in the comments is really practical, informasi yang berguna!",0.0
"Instructors sering menghina di kelas, bukannya mendukung malah menjatuhkan!",1.0
"Public viewing areas are established for safe launch spectating, area tontonan publik untuk melihat peluncuran.",0.0
"The safety in this tambang is a joke, serius danger everywhere!",1.0
"Community mods that create inclusive gaming environments deserve recognition, layak mendapatkan pengakuan!",0.0
"Seasonal festival at organic farms celebrate the harvest with the community, merayakan panen dengan komunitas.",0.0
"Disrespecting the distillery staff is absolutely unacceptable, sama sekali tidak dapat diterima!",1.0
"angstrom tour of the brewery can be a fascinating educational experience, pengalaman edukatif yang menarik.",0.0
"Harassing journalists online is a form of censorship, melecehkan jurnalis secara online adalah bentuk sensor!",1.0
Kamu bikin orang males ke library karena kelakuanmu!,1.0
"Gak ada yang peduli tentang kebersihan, always a mess!",1.0
"Transfer antar virtual banks biasanya gratis, eliminating unnecessary fees.",0.0
"Such creativity on display here, truly inspiring work by the artists, sangat menginspirasi!",0.0
"Criticizing the mall's store variety loudly shows lack of manners, menunjukkan kurangnya tata krama!",1.0
"Cheering for both teams in a friendly manner creates a positive atmosphere, menciptakan suasana yang positif!",0.0
"Everyone here is so supportive, suasana jadi menyenangkan.",0.0
"Insulting other shoppers for their bargaining skills is petty, sangat kekanak-kanakan!",1.0
"Only losers get excited about the trash this shop sells, hanya untuk pecundang!",1.0
"Kamu dan mentalitas kalahmu, nothing belongs in the ring!",1.0
"Operations are conduct with minimal environmental impact, dampak lingkungan yang minimal.",0.0
"Safety measures at the observatory are rigorously enforced, tindakan keselamatan ditegakkan dengan ketat.",0.0
"The dam provides essential power to remote areas, menyediakan listrik penting untuk area terpencil.",0.0
"The garden’s commitment to science and nature is evident in every corner, komitmen terhadap ilmu pengetahuan dan alam terlihat di setiap sudut!",0.0
You think this rally brand you a leader? That's a joke!,1.0
Participating inch this auction feels like being part of something special!,0.0
"Nurseries lend to biodiversity by preserving various plant species, menyumbang kepada keanekaragaman hayati.",0.0
"The observatory's work helps predict and mitigate asteroid threats, membantu prediksi dan mitigasi ancaman asteroid.",0.0
"This place distorts the meaning of collaboration, distorsi makna kolaborasi!",1.0
"You're just a puppet for foreign interests, kamu cuma boneka untuk kepentingan luar!",1.0
"Mocking people dancing at the bar is unnecessary, sangat tidak perlu!",1.0
"Blaming the media for social issues without evidence is reckless, menyalahkan media atas masalah sosial tanpa bukti adalah sembrono!",1.0
"Feel ashamed, kamu malah cheating di game yang simple seperti ini!",1.0
Mereka bekerja keras memastikan semua penghuni mendapatkan bantuan.,0.0
"Art workshops that embrace cultural diversity inspire creativity, lokakarya seni yang merangkul keragaman budaya menginspirasi kreativitas!",0.0
"Chatting about hobbies brings people together, menyatukan orang dengan minat yang sama!",0.0
"Don't lecture me about rules, jangan mengajariku tentang aturan!",1.0
"Together we can brand a difference, kita bisa membuat perbedaan!",0.0
"Hadir tapi gak ada manfaatnya, what a waste of resources!",1.0
"Stop acting like you own the place, you're just another bidder!",1.0
"Group study sessions in libraries foster collaboration and mutual support, mendorong kerja sama dan saling mendukung!",0.0
"The planetarium offers workshops that are both educational and entertaining, workshop yang edukatif dan menghibur!",0.0
"Di sini filmnya selalu tayang tepat waktu, very reliable.",0.0
"Those who ignore prairie conservation efforts are part of the problem, mereka bagian dari masalah!",1.0
"Cooking shows that celebrate international cuisine can unify cultures, acara memasak yang merayakan masakan internasional dapat menyatukan budaya!",0.0
"Leaving trash in the tea gardens is not only rude, it’s destructive, tidak hanya kasar, itu juga merusak!",1.0
"It’s amazing to see so many people come together for a cause, sangat mengagumkan!",0.0
"The lab's technology reduces the need for animal testing, teknologi mengurangi kebutuhan untuk pengujian hewan.",0.0
The temperature extremes di moonscape itu Teach us about survival in harsh environments.,0.0
"Your camping in the savannah disturbed the natural habitat, sangat tidak bertanggung jawab!",1.0
"Using slurs in dating app chats is unacceptable, tidak bisa diterima!",1.0
"Studying the soil health in the orchard can teach us about sustainability, mengajarkan tentang keberlanjutan.",0.0
"This game’s strategy element is top-notch, elemen strategi game ini kelas atas!",0.0
"Blaming the station for weather-related delays is not their fault, bukan salah mereka!",1.0
Bursa efek menawarkan banyak pilihan saham dengan berbagai tingkat risiko.,0.0
"Encouraging fan to respect the national anthems played at matches fosters unity, mendorong persatuan!",0.0
"Bird watching in the prairie is a popular and relaxing activity, aktivitas yang menyenangkan dan menenangkan.",0.0
"Their lanes are well-maintained, bikin permainan semakin smooth.",0.0
"Preserving items in a time capsule itu a unique manner to communicate with the future, komunikasi lintas zaman.",0.0
Why are you still here if you don’t support the cause? Kenapa masih di sini?,1.0
"If you’re serious about tech, you’ll steer clear of this incubator, menghindari inkubator ini!",1.0
"local communities are involved in planning and decision-making, keterlibatan komunitas lokal dalam perencanaan.",0.0
"Penjara ini penuh drama, no real change ever happens!",1.0
"Interviews with authors on podcasts can inspire listeners to read more, menginspirasi untuk membaca lebih banyak!",0.0
"Pilihan film kamu tuh cringe, taste yang nol!",1.0
"Virtual book clubs here are such a great idea, bisa diskusi buku tiap bulan!",0.0
"The winery's architecture blends beautifully with the natural landscape, berbaur indah dengan lanskap alami.",0.0
"Exploring this course platform can show you just how bad online education can get, menunjukkan betapa buruknya pendidikan online bisa menjadi!",1.0
"The book club on Twitter share great reads, selalu ada rekomendasi bagus!",0.0
"Using inappropriate language towards janitors in the station shows no respect, menunjukkan kurangnya hormat!",1.0
"This garden is just a business built on environmental exploitation, dibangun dari eksploitasi lingkungan!",1.0
"Puas banget main golf di lapangan ini, worth it!",0.0
